order_id,item_id,item_name,category,quantity,price
100066,77,Soft Serve,Food,1,6.0
100066,88,The Pesto,Food,1,13.44
100067,81,Spring Rolls,Food,1,6.52
100067,24,Fried Chicken Bowl,Food,1,14.34
100067,74,Small Kimchi Fry,Food,1,9.65
100067,87,The Pao,Food,1,13.41
100067,58,Pork Banh Mi,Food,1,10.81
100068,13,Children's Popcorn Chicken,Food,1,5.98
100068,76,Soda,NA Beverage,1,2.95
100068,19,Drafts,Beer,1,6.25
100068,107,water cup,NA Beverage,1,0.0
100069,74,Small Kimchi Fry,Food,1,9.65
100069,107,water cup,NA Beverage,1,0.0
100069,88,The Pesto,Food,1,13.44
100070,86,The Jam,Food,1,15.07
100070,88,The Pesto,Food,1,13.44
100070,107,water cup,NA Beverage,1,0.0
100070,88,The Pesto,Food,1,13.44
100070,107,water cup,NA Beverage,1,0.0
100070,58,Pork Banh Mi,Food,1,10.81
100071,58,Pork Banh Mi,Food,1,10.81
100071,58,Pork Banh Mi,Food,1,10.81
100072,76,Soda,NA Beverage,1,2.95
100072,62,Reeses Cookie,Food,1,3.5
100072,23,Fried Chicken Banh Mi,Food,1,11.66
100072,91,The Squid,Food,1,17.28
100073,75,Small Plain Fry,Food,1,4.18
100073,87,The Pao,Food,1,13.41
100073,107,water cup,NA Beverage,1,0.0
100074,87,The Pao,Food,1,13.41
100074,76,Soda,NA Beverage,1,2.95
100074,46,Large Kimchi Fry,Food,1,13.38
100075,23,Fried Chicken Banh Mi,Food,1,11.66
100075,107,water cup,NA Beverage,1,0.0
100075,76,Soda,NA Beverage,1,2.95
100076,46,Large Kimchi Fry,Food,1,13.38
100076,76,Soda,NA Beverage,1,2.95
100076,33,Full Baguette,Food,1,1.0
100076,88,The Pesto,Food,1,13.44
100076,88,The Pesto,Food,1,13.44
100077,107,water cup,NA Beverage,1,0.0
100077,13,Children's Popcorn Chicken,Food,1,5.98
100077,76,Soda,NA Beverage,1,2.95
100077,76,Soda,NA Beverage,1,2.95
100078,88,The Pesto,Food,1,13.44
100078,46,Large Kimchi Fry,Food,1,13.38
100078,77,Soft Serve,Food,1,6.0
100079,87,The Pao,Food,1,13.41
100079,39,Kimchi,Food,1,1.0
100079,107,water cup,NA Beverage,1,0.0
100079,76,Soda,NA Beverage,1,2.95
100080,107,water cup,NA Beverage,1,0.0
100080,76,Soda,NA Beverage,1,2.95
100080,44,Kung Pao Pork Salad,Food,1,11.06
100080,76,Soda,NA Beverage,1,2.95
100081,88,The Pesto,Food,1,13.44
100081,87,The Pao,Food,1,13.41
100081,87,The Pao,Food,1,13.41
100082,88,The Pesto,Food,1,13.44
100082,87,The Pao,Food,1,13.41
100083,76,Soda,NA Beverage,1,2.95
100083,76,Soda,NA Beverage,1,2.95
100084,62,Reeses Cookie,Food,1,3.5
100084,52,Pesto Banh Mi,Food,1,10.71
100084,107,water cup,NA Beverage,1,0.0
100085,52,Pesto Banh Mi,Food,1,10.71
100086,52,Pesto Banh Mi,Food,1,10.71
100086,75,Small Plain Fry,Food,1,4.18
100086,75,Small Plain Fry,Food,1,4.18
100086,58,Pork Banh Mi,Food,1,10.81
100086,87,The Pao,Food,1,13.41
100086,76,Soda,NA Beverage,1,2.95
100086,107,water cup,NA Beverage,1,0.0
100087,69,Shrimp Salad,Food,1,13.03
100087,86,The Jam,Food,1,15.07
100087,48,Lemon Blueberry Cookie,Food,1,3.5
100087,76,Soda,NA Beverage,1,2.95
100087,74,Small Kimchi Fry,Food,1,9.65
100088,74,Small Kimchi Fry,Food,1,9.65
100088,76,Soda,NA Beverage,1,2.95
100088,13,Children's Popcorn Chicken,Food,1,5.98
100088,87,The Pao,Food,1,13.41
100089,76,Soda,NA Beverage,1,2.95
100089,86,The Jam,Food,1,15.07
100089,74,Small Kimchi Fry,Food,1,9.65
100089,52,Pesto Banh Mi,Food,1,10.71
100090,27,Fried Vegan Chik'n Banh Mi,Food,1,11.73
100090,74,Small Kimchi Fry,Food,1,9.65
100091,107,water cup,NA Beverage,1,0.0
100091,107,water cup,NA Beverage,1,0.0
100091,74,Small Kimchi Fry,Food,1,9.65
100091,24,Fried Chicken Bowl,Food,1,14.34
100091,46,Large Kimchi Fry,Food,1,13.38
100092,37,Iced Tea,NA Beverage,1,2.95
100092,107,water cup,NA Beverage,1,0.0
100092,76,Soda,NA Beverage,1,2.95
100092,76,Soda,NA Beverage,1,2.95
100092,75,Small Plain Fry,Food,1,4.18
100093,75,Small Plain Fry,Food,1,4.18
100093,87,The Pao,Food,1,13.41
100093,107,water cup,NA Beverage,1,0.0
100093,52,Pesto Banh Mi,Food,1,10.71
100093,30,Fritter Banh Mi,Food,1,10.59
100094,94,VEGAN Fried Chik'n Brioche,Food,1,10.04
100094,91,The Squid,Food,1,17.28
100095,23,Fried Chicken Banh Mi,Food,1,11.66
100095,76,Soda,NA Beverage,1,2.95
100095,89,The Shrimp,Food,1,15.42
100096,23,Fried Chicken Banh Mi,Food,1,11.66
100096,75,Small Plain Fry,Food,1,4.18
100097,4,Beer Battered Cod Rice Bowl,Food,1,14.3
100097,24,Fried Chicken Bowl,Food,1,14.34
100098,81,Spring Rolls,Food,1,6.52
100099,76,Soda,NA Beverage,1,2.95
100099,34,Full Banh Mi CATER,Food,1,12.0
100099,107,water cup,NA Beverage,1,0.0
100100,87,The Pao,Food,1,13.41
100100,87,The Pao,Food,1,13.41
100100,54,Pesto Chicken Salad,Food,1,11.02
100101,75,Small Plain Fry,Food,1,4.18
100101,74,Small Kimchi Fry,Food,1,9.65
100101,76,Soda,NA Beverage,1,2.95
100102,76,Soda,NA Beverage,1,2.95
100102,81,Spring Rolls,Food,1,6.52
100103,88,The Pesto,Food,1,13.44
100103,107,water cup,NA Beverage,1,0.0
100103,55,Pesto Vinaigrette,Food,1,1.0
100103,19,Drafts,Beer,1,6.25
100103,81,Spring Rolls,Food,1,6.52
100103,46,Large Kimchi Fry,Food,1,13.38
100104,87,The Pao,Food,1,13.41
100104,81,Spring Rolls,Food,1,6.52
100105,58,Pork Banh Mi,Food,1,10.81
100105,76,Soda,NA Beverage,1,2.95
100105,58,Pork Banh Mi,Food,1,10.81
100105,76,Soda,NA Beverage,1,2.95
100106,87,The Pao,Food,1,13.41
100106,27,Fried Vegan Chik'n Banh Mi,Food,1,11.73
100106,107,water cup,NA Beverage,1,0.0
100106,25,Fried Chicken Brioche,Food,1,10.03
100107,88,The Pesto,Food,1,13.44
100107,88,The Pesto,Food,1,13.44
100107,107,water cup,NA Beverage,1,0.0
100107,81,Spring Rolls,Food,1,6.52
100108,107,water cup,NA Beverage,1,0.0
100108,46,Large Kimchi Fry,Food,1,13.38
100108,52,Pesto Banh Mi,Food,1,10.71
100108,58,Pork Banh Mi,Food,1,10.81
100109,76,Soda,NA Beverage,1,2.95
100109,76,Soda,NA Beverage,1,2.95
100109,76,Soda,NA Beverage,1,2.95
100109,89,The Shrimp,Food,1,15.42
100109,90,The Shroom,Food,1,14.66
100109,39,Kimchi,Food,1,1.0
100110,81,Spring Rolls,Food,1,6.52
100110,81,Spring Rolls,Food,1,6.52
100111,88,The Pesto,Food,1,13.44
100111,52,Pesto Banh Mi,Food,1,10.71
100111,76,Soda,NA Beverage,1,2.95
100111,76,Soda,NA Beverage,1,2.95
100111,58,Pork Banh Mi,Food,1,10.81
100111,86,The Jam,Food,1,15.07
100112,13,Children's Popcorn Chicken,Food,1,5.98
100112,107,water cup,NA Beverage,1,0.0
100113,52,Pesto Banh Mi,Food,1,10.71
100114,85,The Fritz,Food,1,13.36
100114,88,The Pesto,Food,1,13.44
100115,107,water cup,NA Beverage,1,0.0
100115,54,Pesto Chicken Salad,Food,1,11.02
100115,88,The Pesto,Food,1,13.44
100115,74,Small Kimchi Fry,Food,1,9.65
100116,24,Fried Chicken Bowl,Food,1,14.34
100116,90,The Shroom,Food,1,14.66
100116,89,The Shrimp,Food,1,15.42
100116,107,water cup,NA Beverage,1,0.0
100117,24,Fried Chicken Bowl,Food,1,14.34
100117,107,water cup,NA Beverage,1,0.0
100117,77,Soft Serve,Food,1,6.0
100118,24,Fried Chicken Bowl,Food,1,14.34
100118,46,Large Kimchi Fry,Food,1,13.38
100118,107,water cup,NA Beverage,1,0.0
100119,68,Shrimp Banh Mi,Food,1,12.86
100119,46,Large Kimchi Fry,Food,1,13.38
100119,87,The Pao,Food,1,13.41
100119,87,The Pao,Food,1,13.41
100120,58,Pork Banh Mi,Food,1,10.81
100120,76,Soda,NA Beverage,1,2.95
100120,76,Soda,NA Beverage,1,2.95
100120,48,Lemon Blueberry Cookie,Food,1,3.5
100121,87,The Pao,Food,1,13.41
100121,74,Small Kimchi Fry,Food,1,9.65
100122,63,Rice Bar CATER,Food,1,13.0
100122,107,water cup,NA Beverage,1,0.0
100123,37,Iced Tea,NA Beverage,1,2.95
100123,76,Soda,NA Beverage,1,2.95
100124,24,Fried Chicken Bowl,Food,1,14.34
100124,46,Large Kimchi Fry,Food,1,13.38
100125,76,Soda,NA Beverage,1,2.95
100125,86,The Jam,Food,1,15.07
100125,69,Shrimp Salad,Food,1,13.03
100125,88,The Pesto,Food,1,13.44
100125,76,Soda,NA Beverage,1,2.95
100125,89,The Shrimp,Food,1,15.42
100126,107,water cup,NA Beverage,1,0.0
100126,68,Shrimp Banh Mi,Food,1,12.86
100126,76,Soda,NA Beverage,1,2.95
100126,87,The Pao,Food,1,13.41
100127,86,The Jam,Food,1,15.07
100127,76,Soda,NA Beverage,1,2.95
100128,46,Large Kimchi Fry,Food,1,13.38
100128,46,Large Kimchi Fry,Food,1,13.38
100128,74,Small Kimchi Fry,Food,1,9.65
100128,76,Soda,NA Beverage,1,2.95
100129,9,Calamari Salad,Food,1,14.85
100129,58,Pork Banh Mi,Food,1,10.81
100129,74,Small Kimchi Fry,Food,1,9.65
100130,54,Pesto Chicken Salad,Food,1,11.02
100130,74,Small Kimchi Fry,Food,1,9.65
100130,68,Shrimp Banh Mi,Food,1,12.86
100130,46,Large Kimchi Fry,Food,1,13.38
100130,87,The Pao,Food,1,13.41
100130,107,water cup,NA Beverage,1,0.0
100131,23,Fried Chicken Banh Mi,Food,1,11.66
100131,13,Children's Popcorn Chicken,Food,1,5.98
100131,46,Large Kimchi Fry,Food,1,13.38
100131,87,The Pao,Food,1,13.41
100131,13,Children's Popcorn Chicken,Food,1,5.98
100132,76,Soda,NA Beverage,1,2.95
100132,11,Cans,Beer,1,5.83
100132,107,water cup,NA Beverage,1,0.0
100132,58,Pork Banh Mi,Food,1,10.81
100133,76,Soda,NA Beverage,1,2.95
100133,48,Lemon Blueberry Cookie,Food,1,3.5
100133,2,Adult Popcorn Chicken,Food,1,9.03
100133,39,Kimchi,Food,1,1.0
100134,11,Cans,Beer,1,5.83
100134,85,The Fritz,Food,1,13.36
100134,89,The Shrimp,Food,1,15.42
100134,88,The Pesto,Food,1,13.44
100134,107,water cup,NA Beverage,1,0.0
100135,107,water cup,NA Beverage,1,0.0
100135,27,Fried Vegan Chik'n Banh Mi,Food,1,11.73
100135,87,The Pao,Food,1,13.41
100135,107,water cup,NA Beverage,1,0.0
100136,86,The Jam,Food,1,15.07
100136,74,Small Kimchi Fry,Food,1,9.65
100136,89,The Shrimp,Food,1,15.42
100136,87,The Pao,Food,1,13.41
100136,91,The Squid,Food,1,17.28
100137,13,Children's Popcorn Chicken,Food,1,5.98
100137,88,The Pesto,Food,1,13.44
100137,24,Fried Chicken Bowl,Food,1,14.34
100138,75,Small Plain Fry,Food,1,4.18
100138,39,Kimchi,Food,1,1.0
100138,97,Veggie Burger,Food,1,10.78
100139,48,Lemon Blueberry Cookie,Food,1,3.5
100139,30,Fritter Banh Mi,Food,1,10.59
100139,74,Small Kimchi Fry,Food,1,9.65
100139,95,Vegan Fried Chix (NOT VEGAN) Rice Bowl,Food,1,13.99
100140,107,water cup,NA Beverage,1,0.0
100140,46,Large Kimchi Fry,Food,1,13.38
100140,89,The Shrimp,Food,1,15.42
100140,76,Soda,NA Beverage,1,2.95
100140,76,Soda,NA Beverage,1,2.95
100140,76,Soda,NA Beverage,1,2.95
100140,87,The Pao,Food,1,13.41
100140,76,Soda,NA Beverage,1,2.95
100140,59,Portobello Banh Mi,Food,1,10.98
100140,76,Soda,NA Beverage,1,2.95
100141,76,Soda,NA Beverage,1,2.95
100141,46,Large Kimchi Fry,Food,1,13.38
100141,86,The Jam,Food,1,15.07
100141,52,Pesto Banh Mi,Food,1,10.71
100141,87,The Pao,Food,1,13.41
100141,88,The Pesto,Food,1,13.44
100141,76,Soda,NA Beverage,1,2.95
100142,25,Fried Chicken Brioche,Food,1,10.03
100142,88,The Pesto,Food,1,13.44
100142,54,Pesto Chicken Salad,Food,1,11.02
100142,46,Large Kimchi Fry,Food,1,13.38
100143,87,The Pao,Food,1,13.41
100143,88,The Pesto,Food,1,13.44
100143,76,Soda,NA Beverage,1,2.95
100143,48,Lemon Blueberry Cookie,Food,1,3.5
100144,76,Soda,NA Beverage,1,2.95
100144,46,Large Kimchi Fry,Food,1,13.38
100144,52,Pesto Banh Mi,Food,1,10.71
100144,107,water cup,NA Beverage,1,0.0
100144,69,Shrimp Salad,Food,1,13.03
100144,48,Lemon Blueberry Cookie,Food,1,3.5
100145,88,The Pesto,Food,1,13.44
100145,52,Pesto Banh Mi,Food,1,10.71
100145,86,The Jam,Food,1,15.07
100145,37,Iced Tea,NA Beverage,1,2.95
100145,76,Soda,NA Beverage,1,2.95
100145,13,Children's Popcorn Chicken,Food,1,5.98
100146,107,water cup,NA Beverage,1,0.0
100146,76,Soda,NA Beverage,1,2.95
100146,76,Soda,NA Beverage,1,2.95
100147,107,water cup,NA Beverage,1,0.0
100147,87,The Pao,Food,1,13.41
100147,76,Soda,NA Beverage,1,2.95
100147,24,Fried Chicken Bowl,Food,1,14.34
100147,76,Soda,NA Beverage,1,2.95
100148,87,The Pao,Food,1,13.41
100148,107,water cup,NA Beverage,1,0.0
100148,76,Soda,NA Beverage,1,2.95
100149,76,Soda,NA Beverage,1,2.95
100149,13,Children's Popcorn Chicken,Food,1,5.98
100149,24,Fried Chicken Bowl,Food,1,14.34
100149,13,Children's Popcorn Chicken,Food,1,5.98
100149,76,Soda,NA Beverage,1,2.95
100149,58,Pork Banh Mi,Food,1,10.81
100150,75,Small Plain Fry,Food,1,4.18
100150,87,The Pao,Food,1,13.41
100150,44,Kung Pao Pork Salad,Food,1,11.06
100151,58,Pork Banh Mi,Food,1,10.81
100151,46,Large Kimchi Fry,Food,1,13.38
100151,58,Pork Banh Mi,Food,1,10.81
100151,54,Pesto Chicken Salad,Food,1,11.02
100152,58,Pork Banh Mi,Food,1,10.81
100152,107,water cup,NA Beverage,1,0.0
100152,76,Soda,NA Beverage,1,2.95
100152,12,Caramel White Choc Cookie,Food,1,3.5
100152,46,Large Kimchi Fry,Food,1,13.38
100153,86,The Jam,Food,1,15.07
100153,46,Large Kimchi Fry,Food,1,13.38
100153,48,Lemon Blueberry Cookie,Food,1,3.5
100153,12,Caramel White Choc Cookie,Food,1,3.5
100153,74,Small Kimchi Fry,Food,1,9.65
100154,107,water cup,NA Beverage,1,0.0
100154,11,Cans,Beer,1,5.83
100154,2,Adult Popcorn Chicken,Food,1,9.03
100154,37,Iced Tea,NA Beverage,1,2.95
100154,26,Fried Chicken Salad,Food,1,11.92
100154,23,Fried Chicken Banh Mi,Food,1,11.66
100155,107,water cup,NA Beverage,1,0.0
100155,74,Small Kimchi Fry,Food,1,9.65
100155,88,The Pesto,Food,1,13.44
100156,76,Soda,NA Beverage,1,2.95
100156,46,Large Kimchi Fry,Food,1,13.38
100156,27,Fried Vegan Chik'n Banh Mi,Food,1,11.73
100157,14,Chocolate Pretzel Cookie,Food,1,3.5
100157,87,The Pao,Food,1,13.41
100157,88,The Pesto,Food,1,13.44
100157,87,The Pao,Food,1,13.41
100157,89,The Shrimp,Food,1,15.42
100157,89,The Shrimp,Food,1,15.42
100158,48,Lemon Blueberry Cookie,Food,1,3.5
100158,87,The Pao,Food,1,13.41
100159,23,Fried Chicken Banh Mi,Food,1,11.66
100159,86,The Jam,Food,1,15.07
100160,33,Full Baguette,Food,1,1.0
100160,37,Iced Tea,NA Beverage,1,2.95
100161,86,The Jam,Food,1,15.07
100161,23,Fried Chicken Banh Mi,Food,1,11.66
100161,76,Soda,NA Beverage,1,2.95
100161,6,Bottled Water,NA Beverage,1,2.0
100161,81,Spring Rolls,Food,1,6.52
100161,74,Small Kimchi Fry,Food,1,9.65
100162,44,Kung Pao Pork Salad,Food,1,11.06
100162,44,Kung Pao Pork Salad,Food,1,11.06
100162,23,Fried Chicken Banh Mi,Food,1,11.66
100163,75,Small Plain Fry,Food,1,4.18
100163,33,Full Baguette,Food,1,1.0
100163,87,The Pao,Food,1,13.41
100164,76,Soda,NA Beverage,1,2.95
100164,23,Fried Chicken Banh Mi,Food,1,11.66
100164,2,Adult Popcorn Chicken,Food,1,9.03
