order_id,order_timestamp,party_size,order_total,item_count,order_date,has_event,event_count,max_event_attendance,closest_event_distance
100094,2025-01-02 19:51:00,2,29.5,2,2025-01-02,1,1,7421,0.4
100095,2025-01-02 19:29:00,2,32.43,3,2025-01-02,1,1,7421,0.4
100096,2025-01-02 19:29:00,2,17.11,2,2025-01-02,1,1,7421,0.4
100097,2025-01-02 19:54:00,1,30.93,2,2025-01-02,1,1,7421,0.4
100098,2025-01-02 19:53:00,1,7.04,1,2025-01-02,1,1,7421,0.4
100099,2025-01-02 19:54:00,2,16.15,3,2025-01-02,1,1,7421,0.4
100100,2025-01-02 19:12:00,3,40.86,3,2025-01-02,1,1,7421,0.4
100101,2025-01-02 19:08:00,3,18.12,3,2025-01-02,1,1,7421,0.4
100102,2025-01-02 19:50:00,2,10.23,2,2025-01-02,1,1,7421,0.4
100103,2025-01-02 19:07:00,4,43.84,6,2025-01-02,1,1,7421,0.4
100104,2025-01-02 19:32:00,2,21.52,2,2025-01-02,1,1,7421,0.4
100105,2025-01-02 19:36:00,2,29.73,4,2025-01-02,1,1,7421,0.4
100106,2025-01-02 19:37:00,3,37.97,4,2025-01-02,1,1,7421,0.4
100107,2025-01-02 19:18:00,2,36.08,4,2025-01-02,1,1,7421,0.4
100108,2025-01-02 19:02:00,4,37.7,4,2025-01-02,1,1,7421,0.4
100109,2025-01-02 19:57:00,4,43.12,6,2025-01-02,1,1,7421,0.4
100110,2025-01-02 19:24:00,2,14.08,2,2025-01-02,1,1,7421,0.4
100111,2025-01-02 19:34:00,4,60.41,6,2025-01-02,1,1,7421,0.4
100112,2025-01-02 19:11:00,2,6.46,2,2025-01-02,1,1,7421,0.4
100113,2025-01-02 19:22:00,1,11.57,1,2025-01-02,1,1,7421,0.4
100114,2025-01-02 19:38:00,1,28.95,2,2025-01-02,1,1,7421,0.4
100115,2025-01-02 19:59:00,4,36.84,4,2025-01-02,1,1,7421,0.4
100116,2025-01-02 19:32:00,2,47.96,4,2025-01-02,1,1,7421,0.4
100117,2025-01-02 19:32:00,3,21.96,3,2025-01-02,1,1,7421,0.4
100118,2025-01-02 19:59:00,2,29.93,3,2025-01-02,1,1,7421,0.4
100119,2025-01-02 19:10:00,2,57.29,4,2025-01-02,1,1,7421,0.4
100120,2025-01-02 19:59:00,4,21.83,4,2025-01-02,1,1,7421,0.4
100121,2025-01-02 19:29:00,2,24.89,2,2025-01-02,1,1,7421,0.4
100122,2025-01-02 19:31:00,2,14.04,2,2025-01-02,1,1,7421,0.4
100123,2025-01-02 19:28:00,2,6.37,2,2025-01-02,1,1,7421,0.4
100124,2025-01-02 19:20:00,2,29.93,2,2025-01-02,1,1,7421,0.4
100125,2025-01-02 19:03:00,5,67.88,6,2025-01-02,1,1,7421,0.4
100126,2025-01-02 19:51:00,3,31.55,4,2025-01-02,1,1,7421,0.4
100127,2025-01-02 19:04:00,1,19.46,2,2025-01-02,1,1,7421,0.4
100128,2025-01-02 19:49:00,3,42.5,4,2025-01-02,1,1,7421,0.4
100129,2025-01-02 19:38:00,1,38.13,3,2025-01-02,1,1,7421,0.4
100130,2025-01-02 19:34:00,4,65.13,6,2025-01-02,1,1,7421,0.4
100131,2025-01-02 19:16:00,3,54.44,5,2025-01-02,1,1,7421,0.4
100132,2025-01-03 12:17:00,4,21.16,4,2025-01-03,0,0,0,99.0
100133,2025-01-03 12:14:00,2,17.79,4,2025-01-03,0,0,0,99.0
100134,2025-01-03 12:37:00,4,51.9,5,2025-01-03,0,0,0,99.0
100135,2025-01-03 12:41:00,3,27.14,4,2025-01-03,0,0,0,99.0
100136,2025-01-03 12:14:00,3,76.47,5,2025-01-03,0,0,0,99.0
100137,2025-01-03 12:20:00,3,36.46,3,2025-01-03,0,0,0,99.0
100138,2025-01-03 12:39:00,1,17.24,3,2025-01-03,0,0,0,99.0
100139,2025-01-03 12:45:00,2,40.74,4,2025-01-03,0,0,0,99.0
100140,2025-01-03 12:25:00,8,73.37,10,2025-01-03,0,0,0,99.0
100141,2025-01-03 12:28:00,5,77.66,7,2025-01-03,0,0,0,99.0
100142,2025-01-03 12:07:00,2,51.7,4,2025-01-03,0,0,0,99.0
100143,2025-01-03 12:45:00,2,35.96,4,2025-01-03,0,0,0,99.0
100144,2025-01-03 12:49:00,4,47.06,6,2025-01-03,0,0,0,99.0
100145,2025-01-03 12:19:00,5,55.2,6,2025-01-03,0,0,0,99.0
100146,2025-01-03 12:21:00,2,6.37,3,2025-01-03,0,0,0,99.0
100147,2025-01-03 12:40:00,5,36.33,5,2025-01-03,0,0,0,99.0
100148,2025-01-03 12:52:00,2,17.66,3,2025-01-03,0,0,0,99.0
100149,2025-01-03 12:27:00,4,46.45,6,2025-01-03,0,0,0,99.0
100150,2025-01-03 12:22:00,2,30.94,3,2025-01-03,0,0,0,99.0
100151,2025-01-03 12:39:00,2,49.71,4,2025-01-03,0,0,0,99.0
100152,2025-01-03 12:43:00,3,33.09,5,2025-01-03,0,0,0,99.0
100153,2025-01-03 12:13:00,5,48.7,5,2025-01-03,0,0,0,99.0
100154,2025-01-03 12:23:00,5,44.7,6,2025-01-03,0,0,0,99.0
100155,2025-01-03 12:49:00,3,24.94,3,2025-01-03,0,0,0,99.0
100156,2025-01-03 12:09:00,2,30.3,3,2025-01-03,0,0,0,99.0
100157,2025-01-03 12:28:00,5,80.56,6,2025-01-03,0,0,0,99.0
100158,2025-01-03 12:08:00,2,18.26,2,2025-01-03,0,0,0,99.0
100159,2025-01-03 12:41:00,2,28.86,2,2025-01-03,0,0,0,99.0
100160,2025-01-03 12:59:00,1,4.27,2,2025-01-03,0,0,0,99.0
100161,2025-01-03 12:30:00,4,51.66,6,2025-01-03,0,0,0,99.0
100162,2025-01-03 12:48:00,2,36.48,3,2025-01-03,0,0,0,99.0
100163,2025-01-03 12:03:00,2,20.08,3,2025-01-03,0,0,0,99.0
100164,2025-01-03 12:29:00,3,25.52,3,2025-01-03,0,0,0,99.0
100165,2025-01-03 12:59:00,2,22.29,3,2025-01-03,0,0,0,99.0
100166,2025-01-03 12:51:00,2,19.26,4,2025-01-03,0,0,0,99.0
100167,2025-01-03 12:19:00,3,10.73,4,2025-01-03,0,0,0,99.0
100168,2025-01-03 12:04:00,2,40.67,3,2025-01-03,0,0,0,99.0
100169,2025-01-03 12:02:00,1,8.05,3,2025-01-03,0,0,0,99.0
100170,2025-01-03 19:39:00,4,45.12,4,2025-01-03,0,0,0,99.0
100171,2025-01-03 19:32:00,2,19.0,2,2025-01-03,0,0,0,99.0
100172,2025-01-03 19:51:00,5,49.06,5,2025-01-03,0,0,0,99.0
100173,2025-01-03 19:52:00,2,42.99,3,2025-01-03,0,0,0,99.0
100174,2025-01-03 19:56:00,2,47.94,4,2025-01-03,0,0,0,99.0
100175,2025-01-03 19:57:00,5,64.11,5,2025-01-03,0,0,0,99.0
100176,2025-01-03 19:26:00,1,3.19,1,2025-01-03,0,0,0,99.0
100177,2025-01-03 19:37:00,3,48.05,5,2025-01-03,0,0,0,99.0
100178,2025-01-03 19:53:00,2,3.19,3,2025-01-03,0,0,0,99.0
100179,2025-01-03 19:37:00,3,19.62,3,2025-01-03,0,0,0,99.0
100180,2025-01-03 19:28:00,3,34.95,5,2025-01-03,0,0,0,99.0
100181,2025-01-03 19:44:00,2,31.32,4,2025-01-03,0,0,0,99.0
100182,2025-01-03 19:21:00,3,48.34,4,2025-01-03,0,0,0,99.0
100183,2025-01-03 19:36:00,3,34.44,4,2025-01-03,0,0,0,99.0
100184,2025-01-03 19:45:00,4,29.46,4,2025-01-03,0,0,0,99.0
100185,2025-01-03 19:29:00,2,16.65,2,2025-01-03,0,0,0,99.0
100186,2025-01-03 19:53:00,3,37.44,5,2025-01-03,0,0,0,99.0
100187,2025-01-03 19:47:00,2,49.87,4,2025-01-03,0,0,0,99.0
100188,2025-01-03 19:39:00,2,26.4,4,2025-01-03,0,0,0,99.0
100189,2025-01-03 19:57:00,6,67.05,7,2025-01-03,0,0,0,99.0
100190,2025-01-03 19:54:00,6,84.18,7,2025-01-03,0,0,0,99.0
100191,2025-01-03 19:52:00,5,70.34,7,2025-01-03,0,0,0,99.0
100192,2025-01-03 19:01:00,5,42.11,6,2025-01-03,0,0,0,99.0
100193,2025-01-03 19:09:00,2,26.54,3,2025-01-03,0,0,0,99.0
100194,2025-01-03 19:18:00,2,33.42,3,2025-01-03,0,0,0,99.0
100195,2025-01-03 19:30:00,5,62.45,7,2025-01-03,0,0,0,99.0
100196,2025-01-03 19:58:00,4,32.67,4,2025-01-03,0,0,0,99.0
100197,2025-01-03 19:07:00,2,9.94,2,2025-01-03,0,0,0,99.0
100198,2025-01-03 19:57:00,4,26.3,4,2025-01-03,0,0,0,99.0
100199,2025-01-03 19:52:00,3,30.29,4,2025-01-03,0,0,0,99.0
100200,2025-01-03 19:01:00,3,44.36,5,2025-01-03,0,0,0,99.0
100201,2025-01-03 19:43:00,2,39.57,4,2025-01-03,0,0,0,99.0
100202,2025-01-03 19:37:00,5,60.68,7,2025-01-03,0,0,0,99.0
100203,2025-01-03 19:20:00,3,30.97,5,2025-01-03,0,0,0,99.0
100204,2025-01-03 19:01:00,3,23.93,3,2025-01-03,0,0,0,99.0
100205,2025-01-03 19:10:00,2,46.49,4,2025-01-03,0,0,0,99.0
100206,2025-01-03 19:20:00,2,19.18,2,2025-01-03,0,0,0,99.0
100207,2025-01-03 19:53:00,2,23.02,4,2025-01-03,0,0,0,99.0
100208,2025-01-03 19:29:00,2,16.5,2,2025-01-03,0,0,0,99.0
100209,2025-01-03 19:07:00,6,54.75,6,2025-01-03,0,0,0,99.0
100210,2025-01-03 19:48:00,4,41.2,5,2025-01-03,0,0,0,99.0
100211,2025-01-03 19:10:00,4,33.12,6,2025-01-03,0,0,0,99.0
100212,2025-01-03 19:54:00,3,3.19,3,2025-01-03,0,0,0,99.0
100213,2025-01-03 19:27:00,1,14.48,3,2025-01-03,0,0,0,99.0
100214,2025-01-03 19:07:00,2,13.19,2,2025-01-03,0,0,0,99.0
100215,2025-01-03 19:02:00,3,22.66,3,2025-01-03,0,0,0,99.0
100216,2025-01-03 19:43:00,2,35.68,4,2025-01-03,0,0,0,99.0
100217,2025-01-03 19:22:00,4,65.42,5,2025-01-03,0,0,0,99.0
100218,2025-01-03 19:51:00,1,4.52,1,2025-01-03,0,0,0,99.0
100219,2025-01-03 19:39:00,2,30.7,4,2025-01-03,0,0,0,99.0
100220,2025-01-03 19:30:00,2,23.83,4,2025-01-03,0,0,0,99.0
100221,2025-01-03 19:46:00,1,3.78,2,2025-01-03,0,0,0,99.0
100222,2025-01-03 19:54:00,5,47.01,7,2025-01-03,0,0,0,99.0
100223,2025-01-03 19:07:00,2,17.25,2,2025-01-03,0,0,0,99.0
100224,2025-01-03 19:47:00,5,58.85,6,2025-01-03,0,0,0,99.0
100225,2025-01-03 19:18:00,5,71.38,7,2025-01-03,0,0,0,99.0
100226,2025-01-03 19:07:00,2,14.76,2,2025-01-03,0,0,0,99.0
100227,2025-01-03 19:20:00,3,24.42,4,2025-01-03,0,0,0,99.0
100228,2025-01-03 19:23:00,5,50.73,5,2025-01-03,0,0,0,99.0
100229,2025-01-03 19:18:00,2,25.46,2,2025-01-03,0,0,0,99.0
100230,2025-01-03 19:09:00,2,15.68,3,2025-01-03,0,0,0,99.0
100231,2025-01-03 19:23:00,1,41.52,3,2025-01-03,0,0,0,99.0
100232,2025-01-03 19:46:00,4,58.88,5,2025-01-03,0,0,0,99.0
100233,2025-01-03 19:15:00,3,44.76,4,2025-01-03,0,0,0,99.0
100234,2025-01-03 19:21:00,1,6.75,2,2025-01-03,0,0,0,99.0
100235,2025-01-03 19:14:00,4,33.98,4,2025-01-03,0,0,0,99.0
100236,2025-01-03 19:07:00,4,54.52,6,2025-01-03,0,0,0,99.0
100237,2025-01-03 19:37:00,2,16.79,4,2025-01-03,0,0,0,99.0
100238,2025-01-03 19:43:00,2,36.06,4,2025-01-03,0,0,0,99.0
100239,2025-01-03 19:30:00,3,18.26,3,2025-01-03,0,0,0,99.0
100240,2025-01-03 19:24:00,2,40.61,3,2025-01-03,0,0,0,99.0
100241,2025-01-03 19:49:00,2,20.35,3,2025-01-03,0,0,0,99.0
100242,2025-01-03 19:41:00,2,40.87,4,2025-01-03,0,0,0,99.0
100243,2025-01-03 19:29:00,5,48.77,6,2025-01-03,0,0,0,99.0
100244,2025-01-03 19:40:00,2,9.56,3,2025-01-03,0,0,0,99.0
100245,2025-01-03 19:27:00,2,52.25,4,2025-01-03,0,0,0,99.0
100246,2025-01-03 19:01:00,2,33.94,4,2025-01-03,0,0,0,99.0
100247,2025-01-03 19:48:00,4,55.99,4,2025-01-03,0,0,0,99.0
100248,2025-01-03 19:35:00,4,47.4,4,2025-01-03,0,0,0,99.0
100249,2025-01-03 19:08:00,3,58.61,5,2025-01-03,0,0,0,99.0
100250,2025-01-03 19:50:00,3,49.47,4,2025-01-03,0,0,0,99.0
100251,2025-01-03 19:49:00,3,32.74,3,2025-01-03,0,0,0,99.0
100252,2025-01-03 19:55:00,3,37.87,4,2025-01-03,0,0,0,99.0
100253,2025-01-03 19:22:00,2,57.11,4,2025-01-03,0,0,0,99.0
100254,2025-01-03 19:48:00,5,48.0,5,2025-01-03,0,0,0,99.0
100255,2025-01-03 19:15:00,3,38.68,3,2025-01-03,0,0,0,99.0
100256,2025-01-03 19:38:00,2,1.08,2,2025-01-03,0,0,0,99.0
100257,2025-01-03 19:02:00,1,3.19,1,2025-01-03,0,0,0,99.0
100258,2025-01-03 19:29:00,2,33.78,4,2025-01-03,0,0,0,99.0
100259,2025-01-03 19:24:00,5,68.47,6,2025-01-03,0,0,0,99.0
100260,2025-01-04 12:33:00,2,31.03,3,2025-01-04,0,0,0,99.0
100261,2025-01-04 12:25:00,2,3.19,2,2025-01-04,0,0,0,99.0
100262,2025-01-04 12:16:00,4,53.36,4,2025-01-04,0,0,0,99.0
100263,2025-01-04 12:00:00,3,13.45,3,2025-01-04,0,0,0,99.0
100264,2025-01-04 12:53:00,5,69.9,6,2025-01-04,0,0,0,99.0
100265,2025-01-04 12:02:00,2,41.55,3,2025-01-04,0,0,0,99.0
100266,2025-01-04 12:14:00,3,28.49,4,2025-01-04,0,0,0,99.0
100267,2025-01-04 12:20:00,5,51.13,7,2025-01-04,0,0,0,99.0
100268,2025-01-04 12:25:00,3,41.93,4,2025-01-04,0,0,0,99.0
100269,2025-01-04 12:40:00,2,11.9,2,2025-01-04,0,0,0,99.0
100270,2025-01-04 12:11:00,4,48.97,4,2025-01-04,0,0,0,99.0
100271,2025-01-04 12:02:00,5,57.47,6,2025-01-04,0,0,0,99.0
100272,2025-01-04 12:08:00,3,23.02,3,2025-01-04,0,0,0,99.0
100273,2025-01-04 12:05:00,2,15.35,2,2025-01-04,0,0,0,99.0
100274,2025-01-04 12:52:00,6,86.07,8,2025-01-04,0,0,0,99.0
100275,2025-01-04 12:52:00,3,29.68,3,2025-01-04,0,0,0,99.0
100276,2025-01-04 12:09:00,2,27.47,3,2025-01-04,0,0,0,99.0
100277,2025-01-04 12:10:00,2,30.2,3,2025-01-04,0,0,0,99.0
100278,2025-01-04 12:06:00,3,24.67,4,2025-01-04,0,0,0,99.0
100279,2025-01-04 12:26:00,2,22.21,3,2025-01-04,0,0,0,99.0
100280,2025-01-04 12:47:00,3,31.44,5,2025-01-04,0,0,0,99.0
100281,2025-01-04 12:20:00,1,29.08,3,2025-01-04,0,0,0,99.0
100282,2025-01-04 12:04:00,2,48.03,3,2025-01-04,0,0,0,99.0
100283,2025-01-04 12:20:00,4,47.86,6,2025-01-04,0,0,0,99.0
100284,2025-01-04 19:39:00,1,4.52,2,2025-01-04,0,0,0,99.0
100285,2025-01-04 19:59:00,2,12.76,3,2025-01-04,0,0,0,99.0
100286,2025-01-04 19:37:00,1,10.42,1,2025-01-04,0,0,0,99.0
100287,2025-01-04 19:25:00,3,23.96,3,2025-01-04,0,0,0,99.0
100288,2025-01-04 19:02:00,3,56.07,5,2025-01-04,0,0,0,99.0
100289,2025-01-04 19:22:00,2,29.91,4,2025-01-04,0,0,0,99.0
100290,2025-01-04 19:16:00,1,14.48,1,2025-01-04,0,0,0,99.0
100291,2025-01-04 19:53:00,2,29.0,3,2025-01-04,0,0,0,99.0
100292,2025-01-04 19:40:00,5,70.35,7,2025-01-04,0,0,0,99.0
100293,2025-01-04 19:40:00,1,29.29,3,2025-01-04,0,0,0,99.0
100294,2025-01-04 19:35:00,4,52.49,5,2025-01-04,0,0,0,99.0
100295,2025-01-04 19:15:00,5,44.15,6,2025-01-04,0,0,0,99.0
100296,2025-01-04 19:05:00,5,28.89,7,2025-01-04,0,0,0,99.0
100297,2025-01-04 19:12:00,6,66.92,7,2025-01-04,0,0,0,99.0
100298,2025-01-04 19:08:00,2,33.77,3,2025-01-04,0,0,0,99.0
100299,2025-01-04 19:01:00,6,65.53,8,2025-01-04,0,0,0,99.0
100300,2025-01-04 19:28:00,4,38.21,4,2025-01-04,0,0,0,99.0
100301,2025-01-04 19:10:00,2,11.02,3,2025-01-04,0,0,0,99.0
100302,2025-01-04 19:46:00,5,39.31,5,2025-01-04,0,0,0,99.0
100303,2025-01-04 19:31:00,1,28.52,3,2025-01-04,0,0,0,99.0
100304,2025-01-04 19:00:00,2,19.04,3,2025-01-04,0,0,0,99.0
100305,2025-01-04 19:58:00,4,19.79,6,2025-01-04,0,0,0,99.0
100306,2025-01-04 19:59:00,6,93.11,8,2025-01-04,0,0,0,99.0
100307,2025-01-04 19:50:00,2,26.65,3,2025-01-04,0,0,0,99.0
100308,2025-01-04 19:07:00,1,30.3,2,2025-01-04,0,0,0,99.0
100309,2025-01-04 19:53:00,2,32.43,3,2025-01-04,0,0,0,99.0
100310,2025-01-04 19:37:00,2,15.46,2,2025-01-04,0,0,0,99.0
100311,2025-01-04 19:31:00,1,24.87,3,2025-01-04,0,0,0,99.0
100312,2025-01-04 19:21:00,2,6.97,4,2025-01-04,0,0,0,99.0
100313,2025-01-04 19:28:00,2,19.26,2,2025-01-04,0,0,0,99.0
100314,2025-01-04 19:04:00,1,6.46,1,2025-01-04,0,0,0,99.0
100315,2025-01-04 19:30:00,5,86.09,7,2025-01-04,0,0,0,99.0
100316,2025-01-04 19:55:00,2,28.05,4,2025-01-04,0,0,0,99.0
100317,2025-01-04 19:30:00,4,60.56,5,2025-01-04,0,0,0,99.0
100318,2025-01-04 19:19:00,5,48.52,6,2025-01-04,0,0,0,99.0
100319,2025-01-04 19:32:00,6,71.64,7,2025-01-04,0,0,0,99.0
100320,2025-01-04 19:17:00,2,39.41,3,2025-01-04,0,0,0,99.0
100321,2025-01-04 19:49:00,1,14.48,1,2025-01-04,0,0,0,99.0
100322,2025-01-04 19:15:00,3,64.72,5,2025-01-04,0,0,0,99.0
100323,2025-01-04 19:44:00,2,47.23,4,2025-01-04,0,0,0,99.0
100324,2025-01-04 19:07:00,3,31.75,3,2025-01-04,0,0,0,99.0
100325,2025-01-04 19:29:00,4,69.03,6,2025-01-04,0,0,0,99.0
100326,2025-01-04 19:36:00,5,35.68,7,2025-01-04,0,0,0,99.0
100327,2025-01-04 19:38:00,2,37.73,4,2025-01-04,0,0,0,99.0
100328,2025-01-04 19:37:00,2,22.52,2,2025-01-04,0,0,0,99.0
100329,2025-01-04 19:22:00,2,20.89,3,2025-01-04,0,0,0,99.0
100330,2025-01-04 19:56:00,2,18.71,3,2025-01-04,0,0,0,99.0
100331,2025-01-04 19:13:00,5,42.42,6,2025-01-04,0,0,0,99.0
100332,2025-01-04 19:43:00,2,37.7,3,2025-01-04,0,0,0,99.0
100333,2025-01-04 19:20:00,3,48.59,5,2025-01-04,0,0,0,99.0
100334,2025-01-04 19:38:00,2,24.94,2,2025-01-04,0,0,0,99.0
100335,2025-01-04 19:05:00,2,28.72,4,2025-01-04,0,0,0,99.0
100336,2025-01-04 19:17:00,2,20.43,2,2025-01-04,0,0,0,99.0
